$ID,$ID_NAME,BonusBoots,BonusGloves,BonusSubWeapon,BonusTopAndBottom,BonusWeapon,Description,Icon,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Link_Skill,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,TypeGem,Weight
643579,Gem_Fencer_AttaqueComposee,"[{""Stat"": ""Attaque Composee Skill Lvl + 1""}]","[{""Stat"": ""Attaque Composee Skill Lvl + 1""}]",,"[{""Stat"": ""Attaque Composee Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_swordman,,,,,,,,11101,Attaque Composee Gem,100,0.0,0.0,TTFT,12,0,1.0
643580,Gem_Wizard_EnergyBolt,"[{""Stat"": ""Energy Bolt Skill Lvl + 1""}]","[{""Stat"": ""Energy Bolt Skill Lvl + 1""}]",,"[{""Stat"": ""Energy Bolt Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 401501, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 58006, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20001,Energy Bolt Gem,100,0.0,0.0,TTFT,12,0,1.0
643581,Gem_Wizard_Lethargy,"[{""Stat"": ""Lethargy Skill Lvl + 1""}]","[{""Stat"": ""Lethargy Skill Lvl + 1""}]",,"[{""Stat"": ""Lethargy Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 58005, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 400001, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20002,Lethargy Gem,100,0.0,0.0,TTFT,12,0,1.0
643582,Gem_Wizard_Sleep,"[{""Stat"": ""Sleep Skill Lvl + 1""}]","[{""Stat"": ""Sleep Skill Lvl + 1""}]",,"[{""Stat"": ""Sleep Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,,,,20003,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643583,Gem_Wizard_ReflectShield,"[{""Stat"": ""Magic Shield Skill Lvl + 1""}]","[{""Stat"": ""Magic Shield Skill Lvl + 1""}]",,"[{""Stat"": ""Magic Shield Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 58009, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 400981, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20004,Magic Shield Gem,100,0.0,0.0,TTFT,12,0,1.0
643584,Gem_Wizard_EarthQuake,"[{""Stat"": ""Earthquake Skill Lvl + 1""}]","[{""Stat"": ""Earthquake Skill Lvl + 1""}]",,"[{""Stat"": ""Earthquake Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 58115, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 47442, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20005,Earthquake Gem,100,0.0,0.0,TTFT,12,0,1.0
643585,Gem_Wizard_Surespell,"[{""Stat"": ""Surespell Skill Lvl + 1""}]","[{""Stat"": ""Surespell Skill Lvl + 1""}]",,"[{""Stat"": ""Surespell Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,,,,20006,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643586,Gem_Wizard_MagicMissile,"[{""Stat"": ""Magic Missile Skill Lvl + 1""}]","[{""Stat"": ""Magic Missile Skill Lvl + 1""}]",,"[{""Stat"": ""Magic Missile Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57597, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20007,Magic Missile Gem,100,0.0,0.0,TTFT,12,0,1.0
643587,Gem_Pyromancer_FireBall,"[{""Stat"": ""Fire Ball Skill Lvl + 1""}]","[{""Stat"": ""Fire Ball Skill Lvl + 1""}]",,"[{""Stat"": ""Fire Ball Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57602, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20101,Fireball Gem,100,0.0,0.0,TTFT,12,0,1.0
643588,Gem_Pyromancer_FireWall,"[{""Stat"": ""Fire Wall Skill Lvl + 1""}]","[{""Stat"": ""Fire Wall Skill Lvl + 1""}]",,"[{""Stat"": ""Fire Wall Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 58147, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 11110, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20102,Fire Wall Gem,100,0.0,0.0,TTFT,12,0,1.0
643589,Gem_Pyromancer_EnchantFire,"[{""Stat"": ""Enchant Fire Skill Lvl + 1""}]","[{""Stat"": ""Enchant Fire Skill Lvl + 1""}]",,"[{""Stat"": ""Enchant Fire Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57030, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20103,Enchant Fire Gem,100,0.0,0.0,TTFT,12,0,1.0
643590,Gem_Pyromancer_Flare,"[{""Stat"": ""Flare Skill Lvl + 1""}]","[{""Stat"": ""Flare Skill Lvl + 1""}]",,"[{""Stat"": ""Flare Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,,,,20104,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643591,Gem_Pyromancer_FlameGround,"[{""Stat"": ""Flame Ground Skill Lvl + 1""}]","[{""Stat"": ""Flame Ground Skill Lvl + 1""}]",,"[{""Stat"": ""Flame Ground Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 58670, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 57018, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20107,Flame Ground Gem,100,0.0,0.0,TTFT,12,0,1.0
643592,Gem_Pyromancer_FirePillar,"[{""Stat"": ""Fire Pillar Skill Lvl + 1""}]","[{""Stat"": ""Fire Pillar Skill Lvl + 1""}]",,"[{""Stat"": ""Fire Pillar Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 58128, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 58715, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 47329, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20105,Fire Pillar Gem,100,0.0,0.0,TTFT,12,0,1.0
643593,Gem_Pyromancer_HellBreath,"[{""Stat"": ""Hell Breath Skill Lvl + 1""}]","[{""Stat"": ""Hell Breath Skill Lvl + 1""}]",,"[{""Stat"": ""Hell Breath Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57642, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20106,Hell Breath Gem,100,0.0,0.0,TTFT,12,0,1.0
643594,Gem_Cryomancer_IceBolt,"[{""Stat"": ""Ice Bolt Skill Lvl + 1""}]","[{""Stat"": ""Ice Bolt Skill Lvl + 1""}]",,"[{""Stat"": ""Ice Bolt Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 47486, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20201,Ice Bolt Gem,100,0.0,0.0,TTFT,12,0,1.0
643595,Gem_Cryomancer_IciclePike,"[{""Stat"": ""Ice Pike Skill Lvl + 1""}]","[{""Stat"": ""Ice Pike Skill Lvl + 1""}]",,"[{""Stat"": ""Ice Pike Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57029, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20202,Ice Pike Gem,100,0.0,0.0,TTFT,12,0,1.0
643596,Gem_Cryomancer_IceWall,"[{""Stat"": ""Ice Wall Skill Lvl + 1""}]","[{""Stat"": ""Ice Wall Skill Lvl + 1""}]",,"[{""Stat"": ""Ice Wall Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 47531, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20203,Ice Wall Gem,100,0.0,0.0,TTFT,12,0,1.0
643597,Gem_Cryomancer_IceBlast,"[{""Stat"": ""Ice Blast Skill Lvl + 1""}]","[{""Stat"": ""Ice Blast Skill Lvl + 1""}]",,"[{""Stat"": ""Ice Blast Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 58701, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 47472, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20204,Ice Blast Gem,100,0.0,0.0,TTFT,12,0,1.0
643598,Gem_Cryomancer_Gust,"[{""Stat"": ""Gust Skill Lvl + 1""}]","[{""Stat"": ""Gust Skill Lvl + 1""}]",,"[{""Stat"": ""Gust Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,,,,20206,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643599,Gem_Cryomancer_SnowRolling,"[{""Stat"": ""Snow Rolling Skill Lvl + 1""}]","[{""Stat"": ""Snow Rolling Skill Lvl + 1""}]",,"[{""Stat"": ""Snow Rolling Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57730, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20207,Snow Rolling Gem,100,0.0,0.0,TTFT,12,0,1.0
643600,Gem_Cryomancer_FrostPillar,"[{""Stat"": ""Frost Pillar Skill Lvl + 1""}]","[{""Stat"": ""Frost Pillar Skill Lvl + 1""}]",,"[{""Stat"": ""Frost Pillar Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57465, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 58652, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20208,Frost Pillar Gem,100,0.0,0.0,TTFT,12,0,1.0
643601,Gem_Psychokino_PsychicPressure,"[{""Stat"": ""Psychic Pressure Skill Lvl + 1""}]","[{""Stat"": ""Psychic Pressure Skill Lvl + 1""}]",,"[{""Stat"": ""Psychic Pressure Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 103025, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 400662, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20301,Psychic Pressure Gem,100,0.0,0.0,TTFT,12,0,1.0
643602,Gem_Psychokino_Telekinesis,"[{""Stat"": ""Telekinesis Skill Lvl + 1""}]","[{""Stat"": ""Telekinesis Skill Lvl + 1""}]",,"[{""Stat"": ""Telekinesis Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,,,,20302,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643603,Gem_Psychokino_Swap,"[{""Stat"": ""Swap Skill Lvl + 1""}]","[{""Stat"": ""Swap Skill Lvl + 1""}]",,"[{""Stat"": ""Swap Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57048, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20303,Swap Gem,100,0.0,0.0,TTFT,12,0,1.0
643604,Gem_Psychokino_Teleportation,"[{""Stat"": ""Teleportation Skill Lvl + 1""}]","[{""Stat"": ""Teleportation Skill Lvl + 1""}]",,"[{""Stat"": ""Teleportation Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57487, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 58125, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20304,Teleportation Gem,100,0.0,0.0,TTFT,12,0,1.0
643605,Gem_Psychokino_MagneticForce,"[{""Stat"": ""Magnetic Force Skill Lvl + 1""}]","[{""Stat"": ""Magnetic Force Skill Lvl + 1""}]",,"[{""Stat"": ""Magnetic Force Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 41281, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 58664, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20305,Magnetic Force Gem,100,0.0,0.0,TTFT,12,0,1.0
643606,Gem_Psychokino_Raise,"[{""Stat"": ""Raise Skill Lvl + 1""}]","[{""Stat"": ""Raise Skill Lvl + 1""}]",,"[{""Stat"": ""Raise Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 58673, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 57688, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20306,Raise Gem,100,0.0,0.0,TTFT,12,0,1.0
643607,Gem_Psychokino_GravityPole,"[{""Stat"": ""Gravity Pole Skill Lvl + 1""}]","[{""Stat"": ""Gravity Pole Skill Lvl + 1""}]",,"[{""Stat"": ""Gravity Pole Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57352, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20307,Gravity Pole Gem,100,0.0,0.0,TTFT,12,0,1.0
643608,Gem_Sorcerer_Summoning,"[{""Stat"": ""Summoning Skill Lvl + 1""}]","[{""Stat"": ""Summoning Skill Lvl + 1""}]",,"[{""Stat"": ""Summoning Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57604, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Monster"": 57604, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20701,Summoning Gem,100,0.0,0.0,TTFT,12,0,1.0
643609,Gem_Sorcerer_SummonFamiliar,"[{""Stat"": ""Summon Familiar Skill Lvl + 1""}]","[{""Stat"": ""Summon Familiar Skill Lvl + 1""}]",,"[{""Stat"": ""Summon Familiar Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57462, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.03, ""Monster"": 59013, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20706,Summon Familiar Gem,100,0.0,0.0,TTFT,12,0,1.0
643610,Gem_Sorcerer_SummonSalamion,"[{""Stat"": ""Summon Salamion Skill Lvl + 1""}]","[{""Stat"": ""Summon Salamion Skill Lvl + 1""}]",,"[{""Stat"": ""Summon Salamion Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57692, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20707,Summon Salamion Gem,100,0.0,0.0,TTFT,12,0,1.0
643611,Gem_Linker_Physicallink,"[{""Stat"": ""Physical Link Skill Lvl + 1""}]","[{""Stat"": ""Physical Link Skill Lvl + 1""}]",,"[{""Stat"": ""Physical Link Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_scout,,,,,"[{""Chance"": 0.02, ""Monster"": 401221, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,50702,Physical Link Gem,100,0.0,0.0,TTFT,12,0,1.0
643612,Gem_Linker_JointPenalty,"[{""Stat"": ""Joint Penalty Skill Lvl + 1""}]","[{""Stat"": ""Joint Penalty Skill Lvl + 1""}]",,"[{""Stat"": ""Joint Penalty Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_scout,,,,,"[{""Chance"": 0.02, ""Monster"": 401401, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,50703,Joint Penalty Gem,100,0.0,0.0,TTFT,12,0,1.0
643613,Gem_Linker_HangmansKnot,"[{""Stat"": ""Hangman's Knot Skill Lvl + 1""}]","[{""Stat"": ""Hangman's Knot Skill Lvl + 1""}]",,"[{""Stat"": ""Hangman's Knot Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_scout,,,,,"[{""Chance"": 0.02, ""Monster"": 57033, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,50704,Hangman's Knot Gem,100,0.0,0.0,TTFT,12,0,1.0
643614,Gem_Linker_SpiritualChain,"[{""Stat"": ""Spiritual Chain Skill Lvl +1""}]","[{""Stat"": ""Spiritual Chain Skill Lvl +1""}]",,"[{""Stat"": ""Spiritual Chain Skill Lvl +1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_scout,,,,,,,,,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643615,Gem_Linker_UmbilicalCord,"[{""Stat"": ""Lifeline Skill Lvl + 1""}]","[{""Stat"": ""Lifeline Skill Lvl + 1""}]",,"[{""Stat"": ""Lifeline Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_scout,,,,,,,,50705,Lifeline Gem,100,0.0,0.0,TTFT,12,0,1.0
643616,Gem_Chronomancer_Quicken,"[{""Stat"": ""Quicken Skill Lvl +1""}]","[{""Stat"": ""Quicken Skill Lvl +1""}]",,"[{""Stat"": ""Quicken Skill Lvl +1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,,,,,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643617,Gem_Chronomancer_Samsara,"[{""Stat"": ""Reincarnate Skill Lvl + 1""}]","[{""Stat"": ""Reincarnate Skill Lvl + 1""}]",,"[{""Stat"": ""Reincarnate Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,,,,20802,Reincarnate Gem,100,0.0,0.0,TTFT,12,0,1.0
643618,Gem_Chronomancer_Stop,"[{""Stat"": ""Stop Skill Lvl + 1""}]","[{""Stat"": ""Stop Skill Lvl + 1""}]",,"[{""Stat"": ""Stop Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57467, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20803,Stop Gem,100,0.0,0.0,TTFT,12,0,1.0
643619,Gem_Chronomancer_Slow,"[{""Stat"": ""Slow Skill Lvl + 1""}]","[{""Stat"": ""Slow Skill Lvl + 1""}]",,"[{""Stat"": ""Slow Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,,,,20804,Slow Gem,100,0.0,0.0,TTFT,12,0,1.0
643620,Gem_Chronomancer_Haste,"[{""Stat"": ""Haste Skill Lvl +1""}]","[{""Stat"": ""Haste Skill Lvl +1""}]",,"[{""Stat"": ""Haste Skill Lvl +1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,,,,,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643621,Gem_Chronomancer_BackMasking,"[{""Stat"": ""Backmasking Skill Lvl + 1""}]","[{""Stat"": ""Backmasking Skill Lvl + 1""}]",,"[{""Stat"": ""Backmasking Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 41442, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20806,Backmasking Gem,100,0.0,0.0,TTFT,12,0,1.0
643622,Gem_Necromancer_GatherCorpse,"[{""Stat"": ""Gather Corpse Skill Lvl + 1""}]","[{""Stat"": ""Gather Corpse Skill Lvl + 1""}]",,"[{""Stat"": ""Gather Corpse Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,,,,20901,Gather Corpse Gem,100,0.0,0.0,TTFT,12,0,1.0
643623,Gem_Necromancer_FleshCannon,"[{""Stat"": ""Flesh Cannon Skill Lvl + 1""}]","[{""Stat"": ""Flesh Cannon Skill Lvl + 1""}]",,"[{""Stat"": ""Flesh Cannon Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57694, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20903,Flesh Cannon Gem,100,0.0,0.0,TTFT,12,0,1.0
643624,Gem_Necromancer_FleshHoop,"[{""Stat"": ""Flesh Hoop Skill Lvl + 1""}]","[{""Stat"": ""Flesh Hoop Skill Lvl + 1""}]",,"[{""Stat"": ""Flesh Hoop Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,,,,20904,Flesh Hoop Gem,100,0.0,0.0,TTFT,12,0,1.0
643625,Gem_Necromancer_DirtyPole,"[{""Stat"": ""Dirty Pole Skill Lvl + 1""}]","[{""Stat"": ""Dirty Pole Skill Lvl + 1""}]",,"[{""Stat"": ""Dirty Pole Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,,,,20907,Deleted Gem,100,0.0,0.0,TTFT,12,0,1.0
643626,Gem_Necromancer_CorpseTower,"[{""Stat"": ""Corpse Tower Skill Lvl + 1""}]","[{""Stat"": ""Corpse Tower Skill Lvl + 1""}]",,"[{""Stat"": ""Corpse Tower Skill Lvl + 1""}]",,Can enhance equipment by equipping the gem in a socket of equipment. Cannot be used with the same effect simultaneously. Right-click to insert it to an equipment. ,icon_item_sklgem_wizerd,,,,,"[{""Chance"": 0.02, ""Monster"": 57655, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,,20908,Corpse Tower Gem,100,0.0,0.0,TTFT,12,0,1.0
