$ID,$ID_NAME,Armor,Description,Element,Icon,Level,Link_Items,Link_Maps,Name,Race,Rank,Size,Stat_CON,Stat_DEX,Stat_INT,Stat_SPR,Stat_STR,Type
57567,boss_Taumas,1,"An unnamed Master is known to have said that if there was a bit of intervention from the Goddess', some monsters may have fought for the humans. The main example of such a monster is the Taumas. Unlike the Goddess', the demons were successful in bringing many monsters to their side.",7,boss_taumas,166,"[{""Chance"": 10.0, ""Item"": 101134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 121126, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 141134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 271126, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 161134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 181127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 201133, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 241116, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 251108, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 311101, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Taumas,5,0,3,102,51,51,51,85,0
57568,zombiegirl2_brown,1,It is said that Deadborn have a chance of becoming Rodelin if they are strongly influenced by demons or are recognized by high ranking demons. Those that have been under the demonic world's sun for too long are this color.,0,mon_zombiegirl2_brown,37,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 22, ""Quantity_MIN"": 21}, {""Chance"": 0.6, ""Item"": 121115, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 521105, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 531105, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 272114, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680044, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685044, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643517, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2084, ""Population"": 15, ""TimeRespawn"": 0.0}]",Brown Rodelin,1,5,1,12,8,29,25,8,0
57569,FD_bubbe_chaser_hidden,1,"For the last several years, the Vubbe society became severely differentiated and complicated. The Vubbe Chasers are the ones which kidnap human engineers.",0,mon_bubbe_chaser,109,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 68, ""Quantity_MIN"": 64}, {""Chance"": 1.29, ""Item"": 640263, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.4, ""Item"": 102111, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680183, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685183, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1091, ""Population"": 50, ""TimeRespawn"": 15.0}]",Vubbe Chaser,0,5,1,45,68,22,22,68,0
57570,Npanto_hand,1,Pantos used to live at the Geli region from a long time ago and they kept their friendly relationship with humans before they were influenced on Medzio Diena.,1,mon_npanto_hand,27,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 20, ""Quantity_MIN"": 19}, {""Chance"": 11.11, ""Item"": 645134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 521104, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 531104, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680025, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685025, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2082, ""Population"": 18, ""TimeRespawn"": 0.0}]",Panto Pathfinder,0,5,1,12,19,6,6,19,0
57571,Npanto_baby,1,Pantos used to live at the Geli region from a long time ago and they kept their friendly relationship with humans before they were influenced on Medzio Diena.,1,mon_npanto_baby,30,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 9, ""Quantity_MIN"": 9}, {""Chance"": 11.11, ""Item"": 645134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.6, ""Item"": 181103, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.6, ""Item"": 141105, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680029, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685029, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2081, ""Population"": 59, ""TimeRespawn"": 0.0}]",Panto,0,5,0,14,21,7,7,21,0
57572,Npanto_archer,1,Pantos used to live at the Geli region from a long time ago and they kept their friendly relationship with humans before they were influenced on Medzio Diena.,1,mon_npanto_archer,36,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 17, ""Quantity_MIN"": 16}, {""Chance"": 11.11, ""Item"": 645134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 501106, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 511106, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680041, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685041, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643656, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2084, ""Population"": 55, ""TimeRespawn"": 20.0}]",Panto Archer,0,5,1,16,24,8,8,24,0
57573,Npanto_staff,1,A Panto variant with distinctively high intelligence. They often show up with the other Panto variants.,1,mon_npanto_staff,31,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 18, ""Quantity_MIN"": 17}, {""Chance"": 11.11, ""Item"": 645134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.4, ""Item"": 142101, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.33, ""Item"": 582102, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680030, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685030, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2082, ""Population"": 12, ""TimeRespawn"": 0.0}]",Panto Wizard,0,5,1,14,21,7,7,21,0
57574,Npanto_sword,1,A Panto with excellent fighting skills and is one of the strongest subspecies in the forest.,1,mon_npanto_sword,31,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 20, ""Quantity_MIN"": 19}, {""Chance"": 11.11, ""Item"": 645134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.9, ""Item"": 645307, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.6, ""Item"": 101105, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680031, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685031, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2082, ""Population"": 25, ""TimeRespawn"": 25.0}]",Panto Warrior,0,5,1,14,21,7,7,21,0
57575,zigri_yellow,3,These demon minions are active all over the world. Zigri of this color are usually from the Brimstonia of the demonic world or are related in some fashion.,1,mon_zigri_brown,31,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 8, ""Quantity_MIN"": 7}, {""Chance"": 15.0, ""Item"": 645346, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 4.0, ""Item"": 221103, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.57, ""Item"": 142103, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Yellow Zigri,1,5,0,10,7,25,21,7,0
57576,FD_raffly_blue_hidden,3,Raffly keep hunting smaller insects even after their unfortunate mutation while coming from the demonic world. Unbearable behavior from a demon's point of view.,0,mon_raffly_blue,134,"[{""Chance"": 100.0, ""Item"": -1, ""Quantity_MAX"": 54, ""Quantity_MIN"": 51}]",,Blue Raffly,1,5,0,41,27,97,83,27,0
57584,boss_Dionys,3,"Dionis, the guardian tree of Goddess Vakarine has been accompanied with Vakarine since when she was born. That is why Dionis is always besides the statue of Goddess Vakarine. You can also see them at teleport statues that enable teleportation between different regions.",0,boss_netherbovine,159,,,Dionys,1,0,3,49,32,114,98,32,0
57588,boss_Gargoyle,1,"A common misunderstanding of humans is that they think that the Dievdirbys were created by a mistake. Of course, we all know that is just silly and untrue.",7,boss_gargoyle,200,"[{""Chance"": 10.0, ""Item"": 101135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 121127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 141135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 271127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 161135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 181128, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 201134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 241117, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 251109, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 301102, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Gargoyle,5,0,3,123,61,61,61,102,0
57589,boss_stonefroster,4,"Stone Frosters are monsters derived from steel, limestone and moss that were on the seashore. We have yet to see the many variations of this monster. ",1,boss_stonefroster,195,"[{""Chance"": 10.0, ""Item"": 101135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 121127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 141135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 271127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 161135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 181128, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 201134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 241117, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 251109, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 301102, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Stone Froster,4,0,3,130,60,60,70,80,0
57590,boss_ShadowGaoler_Q2,1,"Shadowgaler was originally a spirit, but it embraced the power of the demons on Medzio Diena.",0,boss_shadowgaoler,188,"[{""Chance"": 10.0, ""Item"": 101135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 121127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 141135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 271127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 161135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 181128, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 201134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 241117, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 251109, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 301102, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Shadowgaler,1,0,3,57,38,135,115,38,0
57591,boss_Templeshooter_Q1,3,"The most dramatic change the Goblin society experienced on Medzio Diena was the appearances of strong creatures like the Templeshooter. However, they prioritize their individual benefits more than the Goblin tribe. Even if they serve others, there's a certain possibility that they have hidden purposes.",0,boss_templeshooter,191,"[{""Chance"": 10.0, ""Item"": 101135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 121127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 141135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 271127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 161135, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 181128, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 201134, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 241117, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 251109, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 10.0, ""Item"": 301102, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Templeshooter,1,0,3,58,39,137,117,39,0
57592,Karas_mage,1,It is a magic creature whose name comes from the wishes of a golem species.,7,mon_karas_mage,92,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 38, ""Quantity_MIN"": 37}, {""Chance"": 1.08, ""Item"": 531153, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.5, ""Item"": 272106, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680151, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685151, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643759, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1361, ""Population"": 5, ""TimeRespawn"": 0.0}]",Karas Mage,5,5,1,58,29,29,29,48,0
57593,Echad_bow,4,"A magical creature created to protect the Royal Mausoleum. Despite being weak, it is strong enough to resist the goddess' powers.",7,mon_echad_bow,89,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 76, ""Quantity_MIN"": 73}, {""Chance"": 0.61, ""Item"": 161110, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680147, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685147, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643760, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1351, ""Population"": 11, ""TimeRespawn"": 0.0}]",Echad Magician,4,5,1,61,28,28,32,37,0
57594,Hallowventor_mage,2,Please do not look directly into their hoods.,0,mon_hallowventor_mage,176,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 118, ""Quantity_MIN"": 112}, {""Chance"": 15.0, ""Item"": 645481, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.78, ""Item"": 645193, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.15, ""Item"": 649203, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": 531148, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.33, ""Item"": 272109, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680327, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685327, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643746, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2581, ""Population"": 23, ""TimeRespawn"": 0.0}]",Hallowventer Magician,1,5,1,54,36,126,108,36,0
57595,Hallowventor_bow,2,Please do not look directly into their hoods.,0,mon_hallowventor_bow,177,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 441, ""Quantity_MIN"": 419}, {""Chance"": 15.0, ""Item"": 645481, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.78, ""Item"": 645193, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.15, ""Item"": 649203, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": 181127, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": 521148, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680328, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685328, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643762, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 35.0, ""Item"": 640028, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2581, ""Population"": 18, ""TimeRespawn"": 0.0}]",Hallowventer Shaman,1,5,1,54,36,127,109,36,0
57596,Templeslave_sword,1,"While the bottom class of the demon world, their thirst to live better lives is almost frightening.",0,mon_templeslave_sword,168,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 116, ""Quantity_MIN"": 110}, {""Chance"": 1.15, ""Item"": 121126, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": 251108, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680321, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685321, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2561, ""Population"": 90, ""TimeRespawn"": 0.0}]",Temple Slave Assassin,1,5,1,51,34,121,103,34,0
57597,Templeslave_mage,1,"While the bottom class of the demon world, their thirst to live better lives is almost frightening.",0,mon_templeslave_mage,71,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 45, ""Quantity_MIN"": 43}, {""Chance"": 1.34, ""Item"": 12007, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680109, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685109, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643586, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.47, ""Item"": 513107, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.0, ""Item"": 645648, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1291, ""Population"": 10, ""TimeRespawn"": 0.0}]",Temple Slave Mage,1,5,1,22,15,53,45,15,0
57598,Infroholder_mage,3,The Infro Holder is one of the many mutations caused by the appearance of demons. Individual characteristics are becoming much more apparent after Medzio Diena. All Infro Holder colors are based on which demons they are affected by.,0,mon_infroholder_mage,66,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 44, ""Quantity_MIN"": 42}, {""Chance"": 0.02, ""Item"": 680085, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685085, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643722, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1221, ""Population"": 15, ""TimeRespawn"": 0.0}]",Infro Holder Shaman,1,5,1,21,14,49,42,14,0
57599,Infroholder_bow,3,The Infro Holder is one of the many mutations caused by the appearance of demons. Individual characteristics are becoming much more apparent after Medzio Diena. All Infro Holder colors are based on which demons they are affected by.,0,mon_infroholder_bow,50,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 38, ""Quantity_MIN"": 36}, {""Chance"": 1.34, ""Item"": 581126, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.4, ""Item"": 162102, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.6, ""Item"": 181105, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 511111, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680071, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685071, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643670, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2087, ""Population"": 20, ""TimeRespawn"": 0.0}]",Infro Holder Archer,1,5,1,16,11,38,33,11,0
57600,Repusbunny_mage,3,It is said that Lepusbunny Mages are the most talented among all of the species to suddenly have magical powers after Medzio Diena.,4,mon_repusbunny_mage,79,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 48, ""Quantity_MIN"": 45}, {""Chance"": 7.5, ""Item"": 645392, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.07, ""Item"": 601128, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.5, ""Item"": 142103, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680133, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685133, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1321, ""Population"": 5, ""TimeRespawn"": 0.0}]",Lepusbunny Magician,0,5,1,33,50,16,16,50,0
57601,Repusbunny_bow,3,"Lepusbunny Assassins are known to kill their own as well. They change the colors that they wear depending on their kill count. The order of the colors are from the lowest red to green, blue and finally black.",4,mon_repusbunny_bow,72,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 40, ""Quantity_MIN"": 38}, {""Chance"": 7.5, ""Item"": 645392, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 30035, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 30036, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680113, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685113, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643659, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.3, ""Item"": 523103, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1180, ""Population"": 10, ""TimeRespawn"": 0.0}]",Lepusbunny Assassin,0,5,1,30,46,15,15,46,0
57602,Deadbornscab_mage,4,"Sometimes, a fragment from a Deadborn will become another Deadborn. There is a tendency to dismiss such secondary Deadborn which are called different names amongst themselves. Deadborn Scap???ages are from specimen that had magical powers.",0,mon_deadbornscab_mage,34,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 19, ""Quantity_MIN"": 18}, {""Chance"": 0.31, ""Item"": 272101, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 501126, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 511126, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680038, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685038, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643587, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2083, ""Population"": 8, ""TimeRespawn"": 0.0}]",Deadborn Scap Magician,1,5,1,11,7,27,23,7,0
57603,Deadbornscab_bow,4,There are some instances Deadborns was born from the shells the Deadborns molted out or from the parts that were seperated from the bodies due to injuries. The original Deadborns had the tendency to discriminate these newcomers and humans also distinguish them from the original ones.,0,mon_deadbornscab_bow,77,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 41, ""Quantity_MIN"": 39}, {""Chance"": 1.34, ""Item"": 501113, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.33, ""Item"": 162105, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.5, ""Item"": 182114, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680130, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685130, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.04, ""Item"": 643889, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1311, ""Population"": 8, ""TimeRespawn"": 0.0}]",Deadborn Scap Archer,1,5,1,24,16,57,49,16,0
57604,Siaulav_mage,3,"It is certain that they existed before Medzio Diena. However, it is strange that they were never discovered by humans in the 1,000 years of the kingdom's history. And when strange things occured in the world after Medzio Diena, they appeared as a result of the influences and unfortunately they are against the humans.",1,mon_siaulav_mage,129,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 82, ""Quantity_MIN"": 78}, {""Chance"": 0.5, ""Item"": 142106, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680249, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685249, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643608, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643608, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.3, ""Item"": 273111, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1551, ""Population"": 15, ""TimeRespawn"": 0.0}]",Siaulav Mage,5,5,1,80,40,40,40,67,0
