$ID,$ID_NAME,Description,Icon,IconTooltip,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Monster,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,MonsterElement,MonsterRace,Name,Price,Stat_Height,Stat_Legs,Stat_Weight,TimeCoolDown,TimeLifeTime,Tradability,Type,TypeCard,Weight
644132,card_Kubas,[スロット装着効果] 知能+[★/2]、精神+[★/2] ,icon_item_card_stat,130_boss_kubas,,,,,41373,,,,5,4,キュバスカード,500,253,2,1620,0.0,0.0,TTTT,4,4,1.0
644133,card_Deathweaver,[スロット装着効果] 大型モンスターから攻撃を受けたとき[★]%の確率でHP 3%回復{nl}クールタイム15秒,icon_item_card_util,081_boss_deathweaver,,,,,800026,,,,0,1,デスウィーバーカード,500,430,8,364,0.0,0.0,TTTT,4,5,1.0
644134,card_Flammidus,[スロット装着効果] 炎属性抵抗力+[★*10],icon_item_card_def,132_boss_flammidus,,"[642910, 642920, 642942]",,,800031,,,,0,1,フラムミドスカード,500,211,2,55,0.0,0.0,TTTT,4,1,1.0
644135,card_Marnoks,[スロット装着効果] クリティカル発生+[★ * 1.5],icon_item_card_util,139_boss_marnoks,,,,,800078,,,,1,1,マルノックスカード,500,,,,0.0,0.0,TTTT,4,5,1.0
644136,card_Zawra,[スロット装着効果] 物理防御力+[★]%,icon_item_card_def,140_boss_zawra,,,,,800072,,,,0,1,ジャウラカード,500,,,,0.0,0.0,TTTT,4,1,1.0
644137,card_Prisoncutter,[スロット装着効果] 出血状態の対象に与えるダメージ[★]%アップ,icon_item_card_atk,143_boss_prisoncutter,,,,,800020,,,,0,1,プリズンカッターカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644138,card_FerretMarauder,[スロット装着効果] 攻撃時にアップする挑発数値+[★]%,icon_item_card_util,141_boss_ferretmarauder,,,,,57864,,,,1,0,フェレットマローダーカード,500,,,,0.0,0.0,TTTT,4,5,1.0
644139,card_Velniamonkey,[スロット装着効果] 中毒状態の対象に与えるダメージ[★]%アップ,icon_item_card_atk,142_boss_velniamonkey,,,,,57428,,,,7,5,ベルニアモンキーカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644140,card_Woodspirit,[スロット装着効果] 攻撃を受けたとき10%の確率でHP[★*70]回復{nl}クールタイム20秒,icon_item_card_def,002_boss_woodspirit,,,,,47355,,,,1,5,ウッドスピリットカード,500,,,,0.0,0.0,TTTT,4,1,1.0
644141,card_Armaox,[スロット装着効果] 攻撃を受けたとき10%の確率で10秒間シールド[★*100]生成,icon_item_card_def,144_boss_armaox,,"[642925, 642943]",,,57443,,,,7,5,アルマオスカード,500,,,,0.0,0.0,TTTT,4,1,1.0
644142,card_Succubus,[スロット装着効果] 攻撃時のアップする挑発数値-[★]%,icon_item_card_util,138_boss_succubus,,,,,800079,,,,7,1,サキュバスカード,500,,,,0.0,0.0,TTTT,4,5,1.0
644143,card_Stonefroster,[スロット装着効果] HPポーション類を使用時、10秒間体力+[★*1.5],icon_item_card_stat,145_boss_stonefroster,,,,,57589,,,,1,4,ギガントゴーレムカード,500,,,,0.0,0.0,TTTT,4,4,1.0
644144,card_Lapene,[スロット装着効果] 力+[★/3]、体力+[★/3]、知能+[★/3]、精神+[★/3]、敏捷+[★/3],icon_item_card_stat,146_boss_lapene,,,,,57866,,,,2,0,ラペネカード,500,,,,0.0,0.0,TTTT,4,4,1.0
644145,card_Rambandgad,[スロット装着効果] SPポーション類を使用時、10秒間精神+[★*1.5],icon_item_card_stat,147_boss_rambandgad,,"[642925, 642943]",,,800019,,,,0,1,レベンザードカード,500,,,,0.0,0.0,TTTT,4,4,1.0
644146,card_SwordBallista,[スロット装着効果] ルーティングチャンス+[★*5],icon_item_card_stat,148_boss_swordballista,,,,,800081,,,,0,1,コルカスカード,500,,,,0.0,0.0,TTTT,4,4,1.0
644147,card_FrosterLord,[スロット装着効果]攻撃時、[★/2]%の確率で相手を4秒間凍傷状態{nl}(ボスには適用されません。),icon_item_card_atk,149_boss_frosterlord,,,,,800076,,,,0,1,フロスターロッドカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644148,card_varleking,[スロット装着効果]治癒力+[★*5],icon_item_card_def,144_boss_varleking,,"[642928, 642944]",,,57866,,,,2,0,バロルキングカード,500,,,,0.0,0.0,TTTT,4,1,1.0
644149,card_payawoota,[スロット装着効果] 全ステータス+[★* 0.4],icon_item_card_stat,001_npc_payawoota,,,,,,,,,,,パヤウタカード,500,,,,0.0,0.0,TTTT,4,4,1.0
644150,card_skiaclips,[スロット装着効果]知能、体力+ [★],icon_item_card_stat,156_boss_skiaclipse,,[642948],,,57866,,,,2,0,スキアクリプスカード,500,,,,0.0,0.0,TTTT,4,4,1.0
644151,card_Moringponia,[スロット装着効果] 氷結状態異常抵抗+[★]{nl}最大HP +[100 * ★],icon_item_card_util,157_boss_moringponia,,,,,800090,,,,6,2,モリングフォニアカード,500,,,,0.0,0.0,TTTT,4,5,1.0
644152,card_Misrus,[スロット装着効果] 暗黒状態異常抵抗+[★]{nl}最大SP +[60 * ★],icon_item_card_util,158_boss_misrus,,[642953],,,57866,,,,2,0,マーズルースカード,500,,,,0.0,0.0,TTTT,4,5,1.0
644153,card_tantaliser,[スロット装着効果]力、体力+ [★],icon_item_card_stat,159_boss_tantaliser,,[642957],,,800091,,,,6,2,タンタイザーカード,500,,,,0.0,0.0,TTTT,4,4,1.0
644154,card_vaidotas,[スロット装着効果]物理攻撃力、魔法攻撃力 + [★ * 10],icon_item_card_atk,002_npc_vaidotas,,,,,,,,,,,バイドータスカード,500,,,,0.0,0.0,FFFT,4,0,1.0
644155,card_vlaentinas,[スロット装着効果]物理防御力、魔法防御力 + [★ * 10],icon_item_card_def,003_npc_vlaentinas,,,,,,,,,,,ヴァレンティナスカード,500,,,,0.0,0.0,FFFT,4,1,1.0
644156,card_uska,[スロット装着効果]すべてのステータス + [★ * 0.4],icon_item_card_stat,004_npc_uska,,,,,,,,,,,ウスカカード,500,,,,0.0,0.0,FFFT,4,4,1.0
644157,card_cyrenia,[スロット装着効果]スタミナ + [★]、最大HP + [100 * ★],icon_item_card_util,006_npc_cyrenia,,,,,,,,,,,シレニアカード,500,,,,0.0,0.0,FFFT,4,5,1.0
644158,card_Neringa,[スロット装着効果]すべてのステータス + [★ * 0.5],icon_item_card_stat,007_npc_neringa,,,,,,,,,,,ネリンガカード,500,,,,0.0,0.0,TTTT,4,4,1.0
644159,card_Glacier,[スロット装着効果]精神、体力 + [★],icon_item_card_stat,160_boss_glacier,,[642960],,,59374,,,,4,4,グレイシアカード,500,,,,0.0,0.0,TTTT,4,4,1.0
644501,Master_card_Boruble,[スロット装着効果]治癒力+[★ * 30],icon_item_card_def,008_npc_boruble,,,,,,,,,,,ボラブルカード,500,,,,0.0,0.0,TTTT,4,1,1.0
644502,Master_card_MariaLeed,[スロット装着効果]攻撃を受けた際10％の確率で10秒間最大HPの[★ /2]%のシールド生成{nl}クールタイム30秒,icon_item_card_def,009_npc_maria,,,,,,,,,,,マリア・リードカード,500,,,,0.0,0.0,TTTT,4,1,1.0
644503,Master_card_JuraSwajone,[スロット装着効果] 回避 +[★ * 10],icon_item_card_def,010_npc_juraswajone,,,,,,,,,,,ユラ・スワヨネカード,500,,,,0.0,0.0,TTTT,4,1,1.0
644504,Master_card_Kamiya,[スロット装着効果] 広域防御比率 +[★/5],icon_item_card_util,011_npc_kamiya,,,,,,,,,,,カミヤカード,500,,,,0.0,0.0,TTTT,4,5,1.0
644505,Master_card_EckipseUbik,[スロット装着効果] 闇属性魔法攻撃時、ダメージ[★]%アップ,icon_item_card_atk,012_npc_eclipseubik,,,,,,,,,,,エクリップス・ユビックカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644506,Master_card_AbrehMelinn,[スロット装着効果] 炎属性魔法攻撃時、ダメージ[★]%アップ,icon_item_card_atk,013_npc_abrehmelinn,,,,,,,,,,,アブレ・メリンカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644507,Master_card_Rashn,[スロット装着効果]力 + [★ * 4],icon_item_card_stat,014_npc_rashn,,,,,,,,,,,ラシュアカード,500,,,,0.0,0.0,TTTT,4,4,1.0
644508,Master_card_Lucia,[スロット装着効果]知能 + [★ * 4],icon_item_card_stat,015_npc_lucia,,,,,,,,,,,ルチアカード,500,,,,0.0,0.0,TTTT,4,4,1.0
644509,Master_card_EdmundasTiller,[スロット装着効果]敏捷 + [★ * 4],icon_item_card_stat,016_npc_edmundastiller,,,,,,,,,,,アドミュンダス・ティラーカード,500,,,,0.0,0.0,TTTT,4,4,1.0
644510,Master_card_Rozaliia,[スロット装着効果]精神 + [★ * 4],icon_item_card_stat,017_npc_rozaliia,,,,,,,,,,,ロザリアカード,500,,,,0.0,0.0,TTTT,4,4,1.0
644511,Master_card_Vilius,[スロット装着効果]命中+ [★ * 10],icon_item_card_util,018_npc_vilius,,,,,,,,,,,ヴィリウスカード,500,,,,0.0,0.0,TTTT,4,5,1.0
644512,Master_card_JenaHavindar,[スロット装着効果]追加ダメージ+ [★ * 40],icon_item_card_atk,019_npc_jenahavindar,,,,,,,,,,,イエナ・ハヴィンダールカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644513,Master_card_ReamToiler,[スロット装着効果] ブロック+[★ * 10],icon_item_card_def,020_npc_reamtoiler,,,,,,,,,,,リアム・トイラーカード,500,,,,0.0,0.0,TTTT,4,1,1.0
644514,Master_card_NoirParesseus,[スロット装着効果] ブロック貫通+[★ * 10],icon_item_card_util,021_npc_noirparesseus,,,,,,,,,,,ノア・ペルセウスカード,500,,,,0.0,0.0,TTTT,4,5,1.0
644515,Master_card_Mei,[スロット装着効果]クリティカル発生 +[★ * 10],icon_item_card_util,022_npc_mei,,,,,,,,,,,メイカード,500,,,,0.0,0.0,TTTT,4,5,1.0
644516,Master_card_ShellyPennington,[スロット装着効果]クリティカル抵抗 +[★ * 10],icon_item_card_util,023_npc_shellypennington,,,,,,,,,,,シェリー・フェニントンカード,500,,,,0.0,0.0,TTTT,4,5,1.0
644517,Master_card_Winona_Ende,[スロット装着効果]周辺100範囲内に敵が7体以上だった時ダメージアップ +[★ * 1.3]%{nl}(PvP地域では[★ * 0.8]%),icon_item_card_atk,024_npc_winonaende,,,,,,,,,,,ウィノナ・エンデカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644518,Master_card_Feliksia,[スロット装着効果]ボスから受けるダメージをダウン +[★ * 0.4]%,icon_item_card_def,025_npc_feliksia,,,,,,,,,,,フェリクシアカード,500,,,,0.0,0.0,TTTT,4,1,1.0
644519,Master_card_MistesGoldmund,[スロット装着効果] 聖属性魔法攻撃時、ダメージ[★]%アップ,icon_item_card_atk,026_npc_mistesgoldmund,,,,,,,,,,,マイステス・ゴールドムントカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644520,Master_card_AleisterCrowley,[スロット装着効果] 氷属性魔法攻撃時、ダメージ[★]%アップ,icon_item_card_atk,027_npc_feliksiaaleistercrowley,,,,,,,,,,,アリスター・クロウリーカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644521,Master_card_Tesla,[スロット装着効果] 最大SP+[★ * 90],icon_item_card_util,028_npc_tesla,,,,,,,,,,,テスラカード,500,,,,0.0,0.0,TTTT,4,5,1.0
644522,Master_card_KiolRuarawa,[スロット装着効果] HP回復力+[★ * 60],icon_item_card_util,029_npc_kiolruarawa,,,,,,,,,,,キオール・ルアラワカード,500,,,,0.0,0.0,TTTT,4,5,1.0
644523,Master_card_LucidWinterspoon,[スロット装着効果]キャスティング時間[★ * 0.5]%ダウン,icon_item_card_util,030_lucidwinterspoon,,,,,,,,,,,ルシード・ウィンタースプーンカード,500,,,,0.0,0.0,TTTT,4,5,1.0
644524,Master_card_BangomontBorjigin,[スロット装着効果]広域攻撃比率+[★ * 0.3],icon_item_card_atk,031_bangomontborjigin,,,,,,,,,,,ベンゴモント・ヴォルインカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644525,Master_card_DamirBorkhan,[スロット装着効果] 地属性魔法攻撃時、ダメージ[★]%アップ,icon_item_card_atk,032_damirborkhan,,,,,,,,,,,ダミール・ボルカンカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644526,Master_card_KhanomCaolaw,[スロット装着効果] 打属性攻撃時、ダメージ[★]%アップ,icon_item_card_atk,033_khanomcaolaw,,,,,,,,,,,カノム・チャウラウカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644527,Master_card_Rudmila,[スロット装着効果] 銃器属性攻撃時、ダメージ[★]%アップ,icon_item_card_atk,034_rudmila,,,,,,,,,,,ルドミラカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644528,Master_card_Flintess,[スロット装着効果]斬属性攻撃時、ダメージ[★]%アップ,icon_item_card_atk,035_flintess,,,,,,,,,,,プリンティスカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644529,Master_card_SorshaHutton,[スロット装着効果]突属性攻撃時、ダメージ[★]%アップ,icon_item_card_atk,036_sorshahutton,,,,,,,,,,,ソルシャ・ハートンカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644530,Master_card_IliTerid,[スロット装着効果]念属性魔法攻撃時、ダメージ[★]%アップ,icon_item_card_atk,037_iliterid,,,,,,,,,,,イリー・テリードカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644531,Master_card_LufasKehel,[スロット装着効果]無属性魔法攻撃時、ダメージ[★]%アップ,icon_item_card_atk,038_lufaskehel,,,,,,,,,,,ルパスケーヘルカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644532,Master_card_VisavaldasBlack,[スロット装着効果]弓属性攻撃時、ダメージ[★]%アップ,icon_item_card_atk,039_visavaldasblack,,,,,,,,,,,ビスバルダス・ブラックカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644533,Master_card_Pauline,[スロット装着効果]キャノン属性攻撃時、ダメージ[★]%アップ,icon_item_card_atk,040_pauline,,,,,,,,,,,ポリンカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644534,Master_card_GeHong,[スロット装着効果] 雷属性魔法攻撃時、ダメージ[★]%アップ,icon_item_card_atk,041_gehong,,,,,,,,,,,葛洪カード,500,,,,0.0,0.0,TTTT,4,0,1.0
644535,Master_card_PhilipAureolus,[スロット装着効果] 毒属性魔法攻撃時、ダメージ[★]%アップ,icon_item_card_atk,042_philipaureolus,,,,,,,,,,,フィリップ・アウレルスカード,500,,,,0.0,0.0,TTTT,4,0,1.0
644900,Legend_card_Marnoks,[スロット装着効果] 最小クリティカル率{nl}[★*2]%アップ,icon_item_card_legend,139_boss_marnoks,,,,,800078,,,,1,1,魔将マルノックスカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644901,Legend_card_Blud,[スロット装着効果] PVP時に受けるダメージ{nl}[★*3]%ダウン,icon_item_card_legend,112_blud,,,,,800060,,,,0,1,魔将ブルッドカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644902,Legend_card_Zawra,[スロット装着効果] 物理防御力[★*10]%アップ,icon_item_card_legend,140_boss_zawra,,,,,800072,,,,0,1,魔将ジャウラカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644903,Legend_card_Nuaele,[スロット装着効果] 魔法防御力[★*10]%アップ,icon_item_card_legend,074_nuaele,,,,,800016,,,,0,1,魔将ヌアエーレカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644904,Legend_card_Helgasercle,[スロット装着効果] モンスター討伐時、{nl}1体につきSP [★*20]回復,icon_item_card_legend,053_boss_helgasercle,,,,,800057,,,,0,1,魔将ヘルガ・セルクルカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644905,Legend_card_Lecifer,[スロット装着効果] 移動速度[★]アップ,icon_item_card_legend,030_boss_lecifer,,,,,800043,,,,0,1,魔将レキシファーカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644906,Legend_card_Mirtis,[スロット装着効果] 攻撃時、有利な相性でない場合最終ダメージ[★ * 0.4]%{nl}(PvP地域で効果半減),icon_item_card_legend,007_boss_mirtis,,,,,800048,,,,0,1,魔将ミルティスカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644907,Legend_card_Kucarry_Balzermance,[スロット装着効果] 経験値獲得量[★]%アップ,icon_item_card_legend,151_boss_kucarry_balzermancer,,[642926],,,58818,,,,0,0,霊験あらたかなクゲリバルザマンサーカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644908,Legend_card_PantoRex,[スロット装着効果] 野獣型モンスターに与えるダメージ[★*7]%アップ,icon_item_card_legend,150_boss_pantorex,,,,,,,,,,,異端者のパントレックスカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644909,Legend_card_Velcoffer,[スロット装着効果]モンスターから受けるダメージ[★×3]%ダウン,icon_item_card_legend,136_raid_boss_blackgargoyle,,[642916],,,58690,,,,0,0,ベルカッパーカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644910,Legend_card_FrosterLord,[スロット装着効果] 召喚獣の最小攻撃力と最大攻撃力の差が[★ * 10]%ダウン{nl}(10LVを達成すると召喚獣の最小攻撃力が最大攻撃力と同じ数値に変更されます。),icon_item_card_legend,149_boss_frosterlord,,[642927],,,800076,,,,0,1,魔将フロスターロッドカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644911,Legend_card_Acio,[スロット装着効果] クリティカル発生+[★ * 15],icon_item_card_legend,152_boss_asio,,[642929],,,59154,,,,5,0,アシオメイジカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644912,Legend_card_Wastrel,[スロット装着効果] 最大HP +[★ * 500],icon_item_card_legend,153_boss_wastrel,,[642931],,,59172,,,,0,4,ウェイストラルカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644913,Legend_card_ignas,[スロット装着効果]クリティカル攻撃すると[★×5]%の確率で6秒間隠身状態になります。,icon_item_card_legend,154_boss_ignas,,[642934],,,800089,,,,0,1,イグナスカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644914,Legend_card_boruta,[スロット装着効果]ボスモンスターにダメージ[★×5]%アップ,icon_item_card_legend,155_boss_boruta,,,,,59208,,,,0,0,ボルタカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644915,Legend_card_Marnoks_JP,[スロット装着効果] 最小クリティカル率{nl}[★*2]%アップ,icon_item_card_legend,139_boss_marnoks,,,,,800078,,,,1,1,魔将マルノックスカード,0,,,,0.0,0.0,FFFT,4,2,1.0
644916,Legend_card_Blud_JP,[スロット装着効果] PVP時に受けるダメージ{nl}[★*3]%ダウン,icon_item_card_legend,112_blud,,,,,800060,,,,0,1,魔将ブルッドカード,0,,,,0.0,0.0,FFFT,4,2,1.0
644917,Legend_card_Zawra_JP,[スロット装着効果] 物理防御力[★*10]%アップ,icon_item_card_legend,140_boss_zawra,,,,,800072,,,,0,1,魔将ジャウラカード,0,,,,0.0,0.0,FFFT,4,2,1.0
644918,Legend_card_Nuaele_JP,[スロット装着効果] 魔法防御力[★*10]%アップ,icon_item_card_legend,074_nuaele,,,,,800016,,,,0,1,魔将ヌアエーレカード,0,,,,0.0,0.0,FFFT,4,2,1.0
644919,Legend_card_Helgasercle_JP,[スロット装着効果] モンスター討伐時、{nl}1体につきSP [★*20]回復,icon_item_card_legend,053_boss_helgasercle,,,,,800057,,,,0,1,魔将ヘルガ・セルクルカード,0,,,,0.0,0.0,FFFT,4,2,1.0
644920,Legend_card_Lecifer_JP,[スロット装着効果] 移動速度[★]アップ,icon_item_card_legend,030_boss_lecifer,,,,,800043,,,,0,1,魔将レキシファーカード,0,,,,0.0,0.0,FFFT,4,2,1.0
644921,Legend_card_Mirtis_JP,[スロット装着効果] 攻撃時、有利な相性でない場合最終ダメージ[★ * 0.4]%{nl}(PvP地域で効果半減),icon_item_card_legend,007_boss_mirtis,,,,,800048,,,,0,1,魔将ミルティスカード,0,,,,0.0,0.0,FFFT,4,2,1.0
644922,Legend_card_FrosterLord_JP,[スロット装着効果] 召喚獣の最小攻撃力と最大攻撃力の差が[★ * 10]%ダウン{nl}(10LVを達成すると召喚獣の最小攻撃力が最大攻撃力と同じ数値に変更されます。),icon_item_card_legend,149_boss_frosterlord,,,,,800076,,,,0,1,魔将フロスターロッドカード,0,,,,0.0,0.0,FFFT,4,2,1.0
644923,Legendcard_skiaclips,[スロット装着効果]昆虫型対象攻撃力750 * [★],icon_item_card_legend,156_boss_skiaclipse,,[642949],,,57866,,,,2,0,解放されたスキアクリプスカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644924,Legendcard_Moringponia,[スロット装着効果] 中型対象攻撃力300 * [★],icon_item_card_legend,157_boss_moringponia,,,,,800090,,,,6,2,魔将モリングフォニアカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644925,Legendcard_Misrus,"[スロット装着効果] シールド使用中の敵に1,000 * [★]追加ダメージ",icon_item_card_legend,158_boss_misrus,,[642953],,,57866,,,,2,0,憤怒するマーズルースカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644926,Legendcard_bayl,[スロット装着効果]チームレベルが50以下の時、経験値獲得料[★ * 10]%アップ,icon_item_card_legend,005_npc_bayl,,,,,,,,,,,バイルカード,0,,,,0.0,0.0,FFFT,4,2,1.0
644927,Legendcard_tantaliser,[スロット装着効果]追加ダメージ+ [★*400],icon_item_card_legend,159_boss_tantaliser,,"[642958, 642965]",,,800091,,,,6,2,魔将タンタイザーカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644928,Legendcard_Glacier,[スロット装着効果]変異型対象攻撃力750 * [★],icon_item_card_legend,160_boss_glacier,,"[642963, 642964]",,,59374,,,,4,4,怨恨が込められたグレイシアカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644929,Legendcard_TelHarcha,[スロット装着効果]植物型対象攻撃力 750 * [★],icon_item_card_legend,161_boss_telharsha,,[642966],,,59477,,,,2,4,テルハルシャカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644930,Legendcard_Leticia,[装着不可][強化不可]レジェンドカード強化用に使用されます。,icon_item_card_legend,028_npc_leticia,,,,,,,,,,,レティーシャカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644931,Legendcard_Guilty,[スロット装着効果]ボスモンスターにダメージ[★×8]%アップ,icon_item_card_legend,162_boss_guilty,,,,,,,,,,,ギルティネカード,0,,,,0.0,0.0,TFFT,4,2,1.0
644932,Legendcard_Avataras,[スロット装着効果]悪魔型対象攻撃力 750 * [★],icon_item_card_legend,163_boss_avataras,,[642967],,,,,,,,,アヴァタラスカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644933,Legend_card_Vasilisa,[スロット装着効果]ボスモンスターを除いた全てのモンスターを対象で、最終ダメージアップ[★*1.5]%、受けるダメージダウン[★]%,icon_item_card_legend,164_boss_vasilisa,,[642969],,,59451,,,,1,0,ヴァシリーサカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644934,Legend_card_RevivalPaulius,[スロット装着効果]命中率[★ * 5]%アップ,icon_item_card_legend,165_boss_revivalpaulius,,[642972],,,59690,,,,0,4,復活者パウリウスカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644935,Legend_card_Jellyzele,[スロット装着効果]ブロック貫通率[★ * 5]%アップ,icon_item_card_legend,166_boss_jellyzele,,[642978],,,59730,,,,5,5,ジェリージェルカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644936,Legend_card_Spreader,[スロット装着効果]ブロック率[★ * 3]%アップ,icon_item_card_legend,167_boss_transmutationspreader,,[642981],,,59754,,,,6,4,変性のプロパゲーターカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644937,Legend_card_Falouros,[スロット装着効果]回避率[★ * 5]%アップ,icon_item_card_legend,168_boss_falouros,,[642984],,,59760,,,,6,0,ファロウロスカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644938,Legend_card_Rozethemiserable,[スロット装着効果] 全ての防具の材質に対する攻撃力[★ * 800]アップ、最大HP[★ * 4000]増加,icon_item_card_legend,169_boss_roze,,[642987],,,59773,,,,6,4,ロゼ・ザ・ミゼラブルカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644939,Legend_card_Upinis,スキルクールタイム [★ * 1]% 短縮,icon_item_card_legend,170_boss_upinis,,[642991],,,59795,,,,6,2,ウピニスカード,0,,,,0.0,0.0,TTTT,4,2,1.0
644940,Legend_card_Slogutis,ボスモンスターに与えるダメージ[★ * 10]%,icon_item_card_legend,171_boss_slogutis,,,,,59798,,,,6,1,スローガティスカード,0,,,,0.0,0.0,TTTT,4,2,1.0
650001,legend_reinforce_card_lv1,レジェンドカード強化に使用できる強化用カードです。LV4まで成長できます。{nl}レジェンド強化用カードは装着及び一般カード合成材料として使用できません。{nl}LV4を超えるレジェンドカードの場合、強化材料で使用する時、失敗するとカードが破壊される場合があります。,icon_item_legend_card_fragment_lv1,legend_card_fragment_lv1,,,,,,,,,,,破れたレジェンド強化用カード,0,,,,0.0,0.0,TTTT,4,3,1.0
650002,legend_reinforce_card_lv2,レジェンドカード強化に使用できる強化用カードです。LV6まで成長できます。{nl}レジェンド強化用カードは装着及び一般カード合成材料として使用できません。{nl}LV6を超えるレジェンドカードの場合、強化材料で使用する時、失敗するとカードが破壊される場合があります。,icon_item_legend_card_fragment_lv2,legend_card_fragment_lv2,,,,,,,,,,,古びたレジェンド強化用カード,0,,,,0.0,0.0,TTTT,4,3,1.0
650003,legend_reinforce_card_lv3,レジェンドカード強化に使用できる強化用カードです。LV8まで成長できます。{nl}レジェンド強化用カードは装着及び一般カード合成材料として使用できません。{nl}LV8を超えるレジェンドカードの場合、強化材料で使用する時、失敗するとカードが破壊される場合があります。,icon_item_legend_card_fragment_lv3,legend_card_fragment_lv3,,,,,,,,,,,レジェンド強化用カード,0,,,,0.0,0.0,TTTT,4,3,1.0
650004,legend_reinforce_card_lv4,レジェンドカード強化に使用できる強化用カードです。LV10まで成長できます。{nl}レジェンド強化用カードは装着及び一般カード合成材料として使用できません。,icon_item_legend_card_fragment_lv4,legend_card_fragment_lv4,,,,,,,,,,,輝くレジェンド強化用カード,0,,,,0.0,0.0,TTTT,4,3,1.0
650005,legend_reinforce_card_lv2_Team,レジェンドカード強化に使用できる強化用カードです。LV6まで成長できます。{nl}レジェンド強化用カードは装着及び一般カード合成材料として使用できません。{nl}LV6を超えるレジェンドカードの場合、強化材料で使用する時、失敗するとカードが破壊される場合があります。,icon_item_legend_card_fragment_lv2,legend_card_fragment_lv2,,,,,,,,,,,古びたレジェンド強化用カード,0,,,,0.0,0.0,FFFT,4,3,1.0
